timestamp,day_of_week,release_cycle,iteration,squad,platform,environment,device_id,test_suite,scenarios_total,scenarios_passed,scenarios_failed,status,retries,duration_sec,memory_mb,files_touched,diff_size,usage_cpu,tags
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,payments,android,release_app,iPhone_12_18,regression,49,42,7,fail,1,3158.01,759.9,29,742,0.942,@performance;@visual
2024-01-17 19:40:02.965641,Wednesday,RC-20240118,1,payments,android,test_app,iPhone_14_Pro_18,smoke,22,20,2,fail,1,1305.27,831.8,33,649,0.387,@critical;@performance;@ui
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,payments,android,release_app,iPhone_12_18,smoke,21,21,0,pass,0,1270.85,310.0,15,63,0.576,@performance;@visual
2024-01-16 19:40:02.965641,Tuesday,RC-20240118,1,payments,ios,test_app,iPhone_8_14,regression,52,48,4,fail,0,2115.61,886.1,36,1762,0.337,@performance
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,payments,ios,release_app,Google_Pixel_7_Pro_14,regression,50,47,3,fail,1,2409.58,803.7,11,1047,0.736,@api;@visual
2024-01-18 19:40:02.965641,Thursday,RC-20240118,1,payments,ios,test_app,Google_Pixel_4_XL_13,smoke,18,18,0,pass,0,779.7,399.4,41,489,0.832,@visual;@ui
2024-01-16 19:40:02.965641,Tuesday,RC-20240118,1,payments,web,test_app,browser_firefox,regression,49,43,6,fail,0,2900.09,868.5,16,756,0.89,@ui;@mobile;@performance
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,payments,web,release_app,browser_chrome,regression,52,45,7,fail,0,2628.96,820.1,42,168,0.611,@visual;@performance;@api
2024-01-15 19:40:02.965641,Monday,RC-20240118,1,payments,web,test_app,browser_firefox,smoke,18,18,0,pass,1,847.37,301.1,33,1836,0.931,@ui;@mobile;@critical
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,payments,web,release_app,browser_firefox,smoke,19,19,0,pass,1,1300.24,342.9,42,1693,0.819,@performance
2024-01-15 19:40:02.965641,Monday,RC-20240118,1,search,android,test_app,iPhone_12_18,regression,51,44,7,fail,0,2705.73,870.3,6,1072,0.877,@critical
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,search,android,release_app,iPhone_11_17,regression,51,47,4,fail,0,3392.79,814.8,18,1552,0.81,@ui;@visual;@critical
2024-01-14 19:40:02.965641,Sunday,RC-20240118,1,search,android,test_app,iPhone_15_18,smoke,20,18,2,fail,1,1387.74,775.0,40,1522,0.404,@api
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,search,android,release_app,Google_Pixel_4_XL_13,smoke,22,22,0,pass,0,1062.71,394.4,30,163,0.853,@critical;@performance;@ui
2024-01-16 19:40:02.965641,Tuesday,RC-20240118,1,search,ios,test_app,iPhone_8_14,regression,52,48,4,fail,0,2095.42,731.6,40,721,0.899,@critical;@api
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,search,ios,release_app,iPhone_15_18,regression,51,50,1,fail,1,2278.89,891.3,46,1312,0.68,@api;@mobile
2024-01-17 19:40:02.965641,Wednesday,RC-20240118,1,search,ios,test_app,iPhone_8_14,smoke,22,22,0,pass,0,1239.77,364.8,31,300,0.307,@visual;@ui
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,search,ios,release_app,iPhone_14_Pro_18,smoke,18,16,2,fail,0,809.3,839.7,30,428,0.558,@api;@performance;@critical
2024-01-15 19:40:02.965641,Monday,RC-20240118,1,search,web,test_app,browser_chrome,regression,50,47,3,fail,0,3217.47,778.8,46,1123,0.861,@ui;@visual
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,search,web,release_app,browser_firefox,regression,49,45,4,fail,0,2664.89,739.4,3,855,0.328,@visual
2024-01-15 19:40:02.965641,Monday,RC-20240118,1,search,web,test_app,browser_chrome,smoke,20,20,0,pass,0,1177.51,413.7,27,1566,0.93,@performance
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,search,web,release_app,browser_chrome,smoke,22,21,1,fail,1,1439.95,790.7,16,336,0.652,@ui
2024-01-16 19:40:02.965641,Tuesday,RC-20240118,1,logistics,android,test_app,iPhone_8_14,regression,48,40,8,fail,1,2400.45,806.4,10,1610,0.666,@visual;@critical
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,logistics,android,release_app,iPhone_14_17,regression,51,46,5,fail,0,2721.29,886.3,7,893,0.629,@ui
2024-01-18 19:40:02.965641,Thursday,RC-20240118,1,logistics,android,test_app,iPhone_14_17,smoke,19,19,0,pass,0,935.49,373.8,8,1453,0.854,@api;@ui;@visual
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,logistics,android,release_app,Google_Pixel_6_13,smoke,18,18,0,pass,1,949.5,290.1,27,1513,0.313,@api
2024-01-15 19:40:02.965641,Monday,RC-20240118,1,logistics,ios,test_app,Samsung_Galaxy_S22_13,regression,52,46,6,fail,3,3216.5,829.2,3,115,0.869,@api
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,logistics,ios,release_app,Google_Pixel_7_Pro_14,regression,52,49,3,fail,0,2905.53,753.8,47,272,0.573,@mobile;@visual
2024-01-15 19:40:02.965641,Monday,RC-20240118,1,logistics,ios,test_app,iPhone_13_mini_17,smoke,19,16,3,fail,1,1247.49,733.4,44,987,0.793,@visual;@performance;@mobile
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,logistics,ios,release_app,iPhone_12_18,smoke,20,19,1,fail,1,1394.13,865.0,14,157,0.811,@ui;@performance
2024-01-17 19:40:02.965641,Wednesday,RC-20240118,1,logistics,web,test_app,browser_firefox,regression,49,44,5,fail,0,3108.06,894.9,11,445,0.371,@mobile;@api;@ui
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,logistics,web,release_app,browser_chrome,regression,49,41,8,fail,0,3190.68,712.7,6,528,0.662,@performance;@mobile
2024-01-16 19:40:02.965641,Tuesday,RC-20240118,1,logistics,web,test_app,browser_firefox,smoke,18,18,0,pass,0,747.53,354.0,7,1233,0.523,@visual;@api;@mobile
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,logistics,web,release_app,browser_chrome,smoke,22,21,1,fail,1,1096.06,753.6,23,994,0.63,@api;@mobile;@performance
2024-01-15 19:40:02.965641,Monday,RC-20240118,1,identity,android,test_app,iPhone_14_Pro_18,regression,51,38,13,fail,3,3172.22,797.0,32,1811,0.266,@mobile;@visual;@api
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,identity,android,release_app,iPhone_X_14,regression,52,49,3,fail,0,2783.05,776.0,9,1945,0.257,@critical;@visual;@api
2024-01-16 19:40:02.965641,Tuesday,RC-20240118,1,identity,android,test_app,iPhone_15_18,smoke,20,19,1,fail,1,1328.54,844.2,22,966,0.519,@ui;@mobile
2024-01-18 19:40:02.965641,Thursday,RC-20240118,1,identity,ios,test_app,Google_Pixel_6_13,regression,52,47,5,fail,1,2715.93,711.8,14,1556,0.531,@mobile
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,identity,ios,release_app,Samsung_Galaxy_S21_5G_11,regression,49,43,6,fail,1,2824.33,898.4,4,1839,0.511,@critical
2024-01-15 19:40:02.965641,Monday,RC-20240118,1,identity,ios,test_app,iPhone_8_14,smoke,22,21,1,fail,0,1371.78,803.0,11,462,0.84,@critical;@performance;@api
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,identity,ios,release_app,iPhone_14_Pro_18,smoke,20,20,0,pass,0,956.82,410.4,5,1993,0.778,@mobile;@critical
2024-01-14 19:40:02.965641,Sunday,RC-20240118,1,identity,web,test_app,browser_firefox,regression,50,43,7,fail,0,2170.18,800.9,1,456,0.444,@visual;@api;@ui
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,identity,web,release_app,browser_firefox,regression,52,47,5,fail,1,3348.74,731.3,1,79,0.489,@mobile;@api;@visual
2024-01-14 19:40:02.965641,Sunday,RC-20240118,1,identity,web,test_app,browser_firefox,smoke,21,21,0,pass,0,976.56,443.2,35,214,0.284,@performance;@mobile;@ui
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,identity,web,release_app,browser_chrome,smoke,22,21,1,fail,1,1555.45,792.9,24,1915,0.467,@performance;@api;@visual
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,smart-testing,android,release_app,Samsung_Galaxy_S24_15,regression,49,46,3,fail,0,2202.67,882.5,30,89,0.802,@visual;@mobile
2024-01-16 19:40:02.965641,Tuesday,RC-20240118,1,smart-testing,android,test_app,iPhone_13_mini_17,smoke,21,20,1,fail,0,951.41,849.9,35,555,0.862,@critical;@mobile;@performance
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,smart-testing,android,release_app,Google_Pixel_4_XL_10,smoke,18,17,1,fail,1,1069.41,891.2,18,856,0.68,@performance
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,smart-testing,ios,release_app,Samsung_Galaxy_S21_5G_11,regression,48,42,6,fail,3,2471.45,876.9,34,288,0.897,@performance;@critical;@mobile
2024-01-14 19:40:02.965641,Sunday,RC-20240118,1,smart-testing,ios,test_app,iPhone_12_18,smoke,22,21,1,fail,0,1001.5,899.1,16,1027,0.58,@ui;@performance
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,smart-testing,ios,release_app,iPhone_14_Pro_18,smoke,20,18,2,fail,0,889.88,834.3,32,1532,0.307,@api
2024-01-16 19:40:02.965641,Tuesday,RC-20240118,1,smart-testing,web,test_app,browser_chrome,regression,49,48,1,fail,0,2343.92,790.9,9,576,0.757,@ui
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,smart-testing,web,release_app,browser_firefox,regression,48,44,4,fail,1,2454.01,727.1,26,1944,0.932,@api
2024-01-14 19:40:02.965641,Sunday,RC-20240118,1,smart-testing,web,test_app,browser_firefox,smoke,21,21,0,pass,2,1224.83,363.7,38,93,0.746,@ui;@performance;@critical
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,smart-testing,web,release_app,browser_chrome,smoke,18,16,2,fail,0,790.93,829.2,6,1321,0.294,@ui;@mobile;@critical
2024-01-17 19:40:02.965641,Wednesday,RC-20240118,1,marketing,android,test_app,Samsung_Galaxy_S24_15,regression,51,48,3,fail,0,3101.68,725.5,32,1549,0.687,@mobile;@critical;@performance
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,marketing,android,release_app,iPhone_12_18,regression,48,42,6,fail,1,2619.36,740.5,26,1502,0.782,@visual
2024-01-16 19:40:02.965641,Tuesday,RC-20240118,1,marketing,android,test_app,Samsung_Galaxy_S21_5G_11,smoke,20,19,1,fail,3,1059.07,700.4,24,293,0.655,@performance;@api
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,marketing,android,release_app,Google_Pixel_6_13,smoke,18,18,0,pass,0,742.07,323.5,43,1609,0.633,@ui;@performance
2024-01-14 19:40:02.965641,Sunday,RC-20240118,1,marketing,ios,test_app,iPhone_11_17,regression,50,43,7,fail,2,3250.85,791.0,41,1626,0.623,@ui;@visual
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,marketing,ios,release_app,Samsung_Galaxy_S21_5G_11,regression,51,45,6,fail,2,2270.42,724.2,17,380,0.9,@mobile;@performance
2024-01-16 19:40:02.965641,Tuesday,RC-20240118,1,marketing,ios,test_app,iPhone_8_14,smoke,20,20,0,pass,1,1301.37,426.0,50,1799,0.453,@performance;@api
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,marketing,ios,release_app,iPhone_14_Pro_18,smoke,21,20,1,fail,0,961.26,746.9,27,258,0.394,@critical;@api;@performance
2024-01-14 19:40:02.965641,Sunday,RC-20240118,1,marketing,web,test_app,browser_firefox,regression,49,45,4,fail,0,3211.63,839.0,10,168,0.799,@visual;@critical
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,marketing,web,release_app,browser_firefox,regression,52,48,4,fail,1,2133.63,709.6,49,1273,0.788,@critical
2024-01-16 19:40:02.965641,Tuesday,RC-20240118,1,marketing,web,test_app,browser_firefox,smoke,22,19,3,fail,0,1037.32,886.1,1,757,0.748,@performance;@visual
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,marketing,web,release_app,browser_firefox,smoke,20,19,1,fail,0,1298.13,802.1,6,83,0.739,@mobile;@api;@visual
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,fintech,android,release_app,iPhone_14_Pro_18,regression,50,48,2,fail,1,3444.28,832.8,5,1591,0.49,@api;@ui;@visual
2024-01-17 19:40:02.965641,Wednesday,RC-20240118,1,fintech,android,test_app,Samsung_Galaxy_S23_14,smoke,20,20,0,pass,0,1002.89,391.4,20,241,0.731,@ui
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,fintech,android,release_app,iPhone_8_14,smoke,22,22,0,pass,1,1230.89,414.6,7,450,0.347,@critical
2024-01-16 19:40:02.965641,Tuesday,RC-20240118,1,fintech,ios,test_app,iPhone_15_18,regression,52,44,8,fail,1,3401.25,713.7,12,155,0.504,@performance;@ui
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,fintech,ios,release_app,Google_Pixel_7_Pro_14,regression,50,46,4,fail,2,2990.7,782.9,6,1322,0.398,@api;@mobile
2024-01-17 19:40:02.965641,Wednesday,RC-20240118,1,fintech,ios,test_app,Google_Pixel_6_13,smoke,20,20,0,pass,2,1073.4,409.1,13,307,0.66,@performance;@critical
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,fintech,ios,release_app,Google_Pixel_4_XL_10,smoke,18,17,1,fail,2,1286.78,757.6,9,1016,0.48,@critical
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,fintech,web,release_app,browser_firefox,regression,52,48,4,fail,0,2748.08,730.3,31,1784,0.847,@performance
2024-01-18 19:40:02.965641,Thursday,RC-20240118,1,fintech,web,test_app,browser_firefox,smoke,22,22,0,pass,0,1148.23,388.0,33,1773,0.71,@mobile;@visual;@ui
2024-01-19 10:03:02.965641,Friday,RC-20240118,1,fintech,web,release_app,browser_chrome,smoke,22,22,0,pass,0,975.67,318.0,38,1843,0.353,@critical;@mobile;@visual
2024-01-15 19:40:02.965641,Monday,RC-20240118,2,checkout,android,test_app,iPhone_12_18,regression,51,48,3,fail,2,3459.84,328.3,31,1046,0.424,@mobile
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,checkout,android,release_app,Google_Pixel_4_XL_13,regression,50,50,0,pass,2,2907.54,317.9,34,849,0.635,@performance
2024-01-14 19:40:02.965641,Sunday,RC-20240118,2,checkout,android,test_app,iPhone_14_17,smoke,21,20,1,fail,0,1248.7,349.8,9,1056,0.283,@ui;@performance
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,checkout,android,release_app,Samsung_Galaxy_S21_5G_11,smoke,20,19,1,fail,0,1116.56,375.2,19,1137,0.894,@ui;@visual;@critical
2024-01-17 19:40:02.965641,Wednesday,RC-20240118,2,checkout,ios,test_app,Google_Pixel_4_XL_10,regression,52,51,1,fail,3,2262.96,301.6,48,192,0.835,@visual;@ui
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,checkout,ios,release_app,iPhone_13_mini_17,regression,48,47,1,fail,0,2702.06,380.3,41,1712,0.667,@performance;@api;@ui
2024-01-14 19:40:02.965641,Sunday,RC-20240118,2,checkout,ios,test_app,Google_Pixel_6_13,smoke,21,21,0,pass,0,1194.72,359.0,10,1314,0.903,@visual
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,checkout,ios,release_app,Samsung_Galaxy_S21_5G_11,smoke,19,19,0,pass,3,990.82,360.7,24,368,0.42,@ui;@api;@visual
2024-01-15 19:40:02.965641,Monday,RC-20240118,2,checkout,web,test_app,browser_chrome,regression,48,48,0,pass,1,2696.29,356.3,15,395,0.342,@visual;@api;@critical
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,checkout,web,release_app,browser_chrome,regression,50,49,1,fail,0,2203.45,343.4,36,195,0.571,@critical
2024-01-14 19:40:02.965641,Sunday,RC-20240118,2,checkout,web,test_app,browser_firefox,smoke,19,18,1,fail,1,836.25,414.0,1,102,0.428,@critical;@visual;@ui
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,checkout,web,release_app,browser_chrome,smoke,19,19,0,pass,2,917.62,441.6,2,1900,0.859,@critical;@performance;@ui
2024-01-14 19:40:02.965641,Sunday,RC-20240118,2,payments,android,test_app,Samsung_Galaxy_S21_5G_11,regression,49,47,2,fail,1,2737.56,284.9,36,1137,0.879,@mobile;@visual
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,payments,android,release_app,iPhone_X_14,regression,52,51,1,fail,0,3460.34,284.6,33,328,0.369,@critical;@ui;@visual
2024-01-17 19:40:02.965641,Wednesday,RC-20240118,2,payments,android,test_app,Google_Pixel_6_13,smoke,22,22,0,pass,1,1161.0,334.7,27,1552,0.437,@api;@performance;@ui
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,payments,android,release_app,Google_Pixel_8_Pro_15,smoke,22,21,1,fail,0,1080.43,373.0,7,1855,0.431,@visual;@performance
2024-01-16 19:40:02.965641,Tuesday,RC-20240118,2,payments,ios,test_app,iPhone_8_14,regression,50,50,0,pass,0,2379.07,297.8,48,93,0.518,@mobile
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,payments,ios,release_app,Samsung_Galaxy_S22_13,regression,49,48,1,fail,0,2840.62,356.1,8,949,0.278,@api;@visual;@mobile
2024-01-14 19:40:02.965641,Sunday,RC-20240118,2,payments,ios,test_app,Google_Pixel_6_13,smoke,18,18,0,pass,1,1083.95,318.6,21,455,0.389,@api;@mobile
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,payments,ios,release_app,Google_Pixel_4_XL_13,smoke,18,18,0,pass,1,1098.27,437.5,46,165,0.68,@api
2024-01-15 19:40:02.965641,Monday,RC-20240118,2,payments,web,test_app,browser_firefox,regression,52,51,1,fail,2,3143.74,282.6,2,1059,0.734,@performance;@mobile
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,payments,web,release_app,browser_chrome,regression,48,47,1,fail,1,3190.27,448.3,45,1389,0.748,@api
2024-01-17 19:40:02.965641,Wednesday,RC-20240118,2,payments,web,test_app,browser_chrome,smoke,20,20,0,pass,0,843.84,336.9,17,1341,0.512,@ui
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,payments,web,release_app,browser_chrome,smoke,20,20,0,pass,1,1007.93,322.7,29,333,0.617,@api;@visual
2024-01-15 19:40:02.965641,Monday,RC-20240118,2,search,android,test_app,iPhone_15_18,regression,49,47,2,fail,1,2630.25,401.0,23,404,0.606,@visual;@performance
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,search,android,release_app,iPhone_8_14,regression,49,45,4,fail,0,2269.96,318.0,21,1441,0.721,@ui;@mobile
2024-01-14 19:40:02.965641,Sunday,RC-20240118,2,search,android,test_app,iPhone_11_17,smoke,19,19,0,pass,0,1163.17,411.2,34,1870,0.649,@visual
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,search,android,release_app,iPhone_8_14,smoke,20,20,0,pass,0,1281.05,287.9,41,709,0.523,@api;@performance;@ui
2024-01-14 19:40:02.965641,Sunday,RC-20240118,2,search,ios,test_app,iPhone_12_18,regression,52,52,0,pass,2,3460.44,372.3,36,680,0.679,@visual;@performance
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,search,ios,release_app,Google_Pixel_8_Pro_15,regression,49,49,0,pass,1,2736.45,381.4,39,512,0.74,@performance;@visual;@critical
2024-01-15 19:40:02.965641,Monday,RC-20240118,2,search,ios,test_app,iPhone_11_17,smoke,20,20,0,pass,0,813.68,409.0,34,491,0.37,@api
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,search,ios,release_app,iPhone_13_mini_17,smoke,19,19,0,pass,0,983.34,321.0,1,271,0.412,@api;@ui
2024-01-14 19:40:02.965641,Sunday,RC-20240118,2,search,web,test_app,browser_chrome,regression,50,47,3,fail,1,2595.51,310.7,42,1661,0.691,@visual;@performance
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,search,web,release_app,browser_firefox,regression,48,47,1,fail,0,3007.52,436.0,39,591,0.759,@api;@mobile
2024-01-15 19:40:02.965641,Monday,RC-20240118,2,search,web,test_app,browser_chrome,smoke,19,19,0,pass,1,1347.16,392.7,34,1645,0.575,@visual;@api
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,search,web,release_app,browser_chrome,smoke,21,21,0,pass,0,1433.18,287.8,42,1824,0.3,@visual;@api;@critical
2024-01-15 19:40:02.965641,Monday,RC-20240118,2,logistics,android,test_app,iPhone_11_17,regression,52,47,5,fail,1,2916.41,408.7,30,1327,0.918,@api;@critical
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,logistics,android,release_app,Google_Pixel_7_Pro_14,regression,52,52,0,pass,1,3190.76,303.6,3,1974,0.918,@ui;@api;@critical
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,logistics,android,release_app,Google_Pixel_4_XL_10,smoke,21,19,2,fail,0,1079.67,348.5,49,1643,0.712,@performance;@critical
2024-01-17 19:40:02.965641,Wednesday,RC-20240118,2,logistics,ios,test_app,iPhone_13_mini_17,regression,51,50,1,fail,0,3342.17,293.3,43,934,0.441,@visual;@api
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,logistics,ios,release_app,Google_Pixel_8_Pro_15,regression,52,51,1,fail,0,2614.69,357.8,17,1084,0.384,@api;@performance;@ui
2024-01-18 19:40:02.965641,Thursday,RC-20240118,2,logistics,ios,test_app,iPhone_11_17,smoke,22,22,0,pass,0,1390.61,385.1,22,843,0.752,@mobile
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,logistics,ios,release_app,iPhone_8_14,smoke,19,19,0,pass,0,905.55,342.5,8,163,0.767,@api
2024-01-18 19:40:02.965641,Thursday,RC-20240118,2,logistics,web,test_app,browser_firefox,regression,51,50,1,fail,1,2191.25,337.3,26,456,0.893,@visual;@api
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,logistics,web,release_app,browser_chrome,regression,51,46,5,fail,0,2073.06,352.4,6,1973,0.675,@critical;@ui;@performance
2024-01-17 19:40:02.965641,Wednesday,RC-20240118,2,logistics,web,test_app,browser_firefox,smoke,21,21,0,pass,0,1063.62,441.7,19,1968,0.523,@visual;@api;@mobile
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,logistics,web,release_app,browser_firefox,smoke,22,22,0,pass,0,1047.71,311.6,22,1236,0.499,@visual;@api
2024-01-15 19:40:02.965641,Monday,RC-20240118,2,identity,android,test_app,Samsung_Galaxy_S24_15,regression,52,51,1,fail,0,2239.82,444.0,30,1164,0.746,@critical;@api;@mobile
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,identity,android,release_app,Google_Pixel_6_13,regression,52,50,2,fail,0,3606.91,285.8,24,1366,0.34,@visual;@api;@performance
2024-01-16 19:40:02.965641,Tuesday,RC-20240118,2,identity,android,test_app,iPhone_8_14,smoke,21,21,0,pass,2,992.97,372.4,30,1715,0.506,@mobile
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,identity,android,release_app,Samsung_Galaxy_S23_14,smoke,20,20,0,pass,1,1267.54,402.4,16,1395,0.475,@visual;@ui;@mobile
2024-01-17 19:40:02.965641,Wednesday,RC-20240118,2,identity,ios,test_app,Samsung_Galaxy_S22_13,regression,52,51,1,fail,3,2858.58,311.0,6,1777,0.931,@critical;@visual;@api
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,identity,ios,release_app,iPhone_12_18,regression,50,48,2,fail,0,3053.88,359.7,26,332,0.781,@ui;@critical
2024-01-18 19:40:02.965641,Thursday,RC-20240118,2,identity,ios,test_app,iPhone_X_14,smoke,20,20,0,pass,1,1284.78,293.9,50,677,0.616,@critical;@visual
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,identity,ios,release_app,iPhone_8_14,smoke,19,19,0,pass,0,821.61,351.7,38,1509,0.477,@performance;@api
2024-01-14 19:40:02.965641,Sunday,RC-20240118,2,identity,web,test_app,browser_firefox,regression,51,51,0,pass,0,2742.98,304.0,7,1385,0.564,@visual
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,identity,web,release_app,browser_firefox,regression,52,52,0,pass,0,2452.44,430.3,32,708,0.495,@mobile;@visual;@performance
2024-01-14 19:40:02.965641,Sunday,RC-20240118,2,smart-testing,android,test_app,Google_Pixel_4_XL_13,regression,49,46,3,fail,0,2088.1,290.2,28,1116,0.32,@ui;@api;@performance
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,smart-testing,android,release_app,Samsung_Galaxy_S21_5G_11,regression,49,49,0,pass,2,2828.42,388.0,22,1860,0.352,@performance
2024-01-15 19:40:02.965641,Monday,RC-20240118,2,smart-testing,android,test_app,iPhone_14_Pro_18,smoke,18,17,1,fail,2,1054.25,445.0,40,336,0.907,@mobile;@performance;@critical
2024-01-16 19:40:02.965641,Tuesday,RC-20240118,2,smart-testing,ios,test_app,iPhone_13_mini_17,regression,50,48,2,fail,2,3203.88,369.1,32,1294,0.403,@ui;@visual
2024-01-20 16:22:02.965641,Saturday,RC-20240118,2,smart-testing,ios,release_app,Google_Pixel_4_XL_13,regression,48,45,3,fail,1,3384.27,336.6,26,1466,0.708,@critical
